tag,stem,cell,cell_lat,cell_lon,src_lat,src_lon,src_dep,n_fam,sta_lat,sta_lon,n_days,sigma_daily,site
ARTIC,artic,46.40_-123.20,46.4,-123.2,46.4,-123.1,36.71,7,46.805,-123.759,1926,0.0712,3
ARTIC,artic,46.80_-122.80,46.8,-122.8,46.9,-122.8,40.13,21,46.805,-123.759,1927,0.0505,3
ARTIC,artic,46.80_-123.20,46.8,-123.2,46.85,-123.15,38.09,3,46.805,-123.759,1924,0.0485,3
ARTIC,artic,47.20_-122.40,47.2,-122.4,47.35,-122.5,35.8,1,46.805,-123.759,1926,0.0939,3
ARTIC,artic,47.20_-122.80,47.2,-122.8,47.3,-122.8,40.46,21,46.805,-123.759,1927,0.0408,3
ARTIC,artic,47.20_-123.20,47.2,-123.2,47.2,-123.05,41.7,13,46.805,-123.759,1928,0.048,3
ARTIC,artic,47.60_-122.80,47.6,-122.8,47.625,-122.85,26.6,16,46.805,-123.759,1926,0.0476,3
ARTIC,artic,47.60_-123.20,47.6,-123.2,47.5,-123.1,37.72,9,46.805,-123.759,1928,0.0544,3
B001p90f40,b001,47.60_-122.80,47.6,-122.8,47.8,-122.95,47.72,1,48.0431,-123.1314,5948,0.0954,4
B001p90f40,b001,47.60_-123.20,47.6,-123.2,47.8,-123.15,28.83,5,48.0431,-123.1314,5948,0.0723,4
B001p90f40,b001,48.00_-122.80,48.0,-122.8,48.0,-122.95,48.77,14,48.0431,-123.1314,5948,0.0952,4
B001p90f40,b001,48.00_-123.20,48.0,-123.2,48.1,-123.15,39.82,36,48.0431,-123.1314,5948,0.0864,4
B001p90f40,b001,48.00_-123.60,48.0,-123.6,48.15,-123.5,44.43,5,48.0431,-123.1314,5948,0.0957,4
B001p90f40,b001,48.40_-122.80,48.4,-122.8,48.35,-122.85,30.9,1,48.0431,-123.1314,5948,0.1001,4
B001p90f40,b001,48.40_-123.20,48.4,-123.2,48.25,-123.15,24.22,18,48.0431,-123.1314,5948,0.0986,4
B001p90f40,b001,48.40_-123.60,48.4,-123.6,48.325,-123.575,28.07,6,48.0431,-123.1314,5948,0.0903,4
B001p90f40,b001,48.40_-124.00,48.4,-124.0,48.45,-123.85,35.4,9,48.0431,-123.1314,5948,0.0995,4
B001p90f40,b001,48.80_-123.60,48.8,-123.6,48.8,-123.55,34.29,1,48.0431,-123.1314,5948,0.1003,4
B001p90f40,b001,48.80_-124.00,48.8,-124.0,48.6,-123.8,26.96,2,48.0431,-123.1314,5948,0.0922,4
B003p90f40,b003,48.00_-123.20,48.0,-123.2,48.2,-123.4,33.37,2,48.0624,-124.1409,5289,0.0618,5
B003p90f40,b003,48.00_-123.60,48.0,-123.6,48.15,-123.5,44.19,7,48.0624,-124.1409,5472,0.0282,5
B003p90f40,b003,48.00_-124.00,48.0,-124.0,48.2,-123.825,31.34,2,48.0624,-124.1409,4585,0.1009,5
B003p90f40,b003,48.40_-123.20,48.4,-123.2,48.275,-123.4,37.31,4,48.0624,-124.1409,5446,0.0476,5
B003p90f40,b003,48.40_-123.60,48.4,-123.6,48.4,-123.65,26.24,38,48.0624,-124.1409,5485,0.0338,5
B003p90f40,b003,48.40_-124.00,48.4,-124.0,48.5,-123.9,31.28,23,48.0624,-124.1409,5475,0.0428,5
B003p90f40,b003,48.80_-124.00,48.8,-124.0,48.625,-123.925,25.68,4,48.0624,-124.1409,5453,0.0656,5
B003p90f40,b003,48.80_-124.40,48.8,-124.4,48.75,-124.3,21.55,3,48.0624,-124.1409,5418,0.0546,5
B004p90f40,b004,48.00_-123.20,48.0,-123.2,48.15,-123.4,37.15,3,48.2019,-124.427,3633,0.27,6
B004p90f40,b004,48.00_-123.60,48.0,-123.6,48.15,-123.6,36.4,3,48.2019,-124.427,3967,0.195,6
B004p90f40,b004,48.40_-123.20,48.4,-123.2,48.25,-123.325,41.13,2,48.2019,-124.427,3078,0.3651,6
B004p90f40,b004,48.40_-123.60,48.4,-123.6,48.275,-123.6,32.71,8,48.2019,-124.427,4420,0.1849,6
B004p90f40,b004,48.40_-124.00,48.4,-124.0,48.475,-123.85,31.27,12,48.2019,-124.427,4073,0.2666,6
B004p90f40,b004,48.80_-124.00,48.8,-124.0,48.7,-124.1,26.01,11,48.2019,-124.427,4086,0.1712,6
B004p90f40,b004,48.80_-124.40,48.8,-124.4,48.75,-124.35,29.75,20,48.2019,-124.427,4219,0.1799,6
B004p90f40,b004,48.80_-124.80,48.8,-124.8,48.9,-124.75,29.59,3,48.2019,-124.427,4029,0.1852,6
B004p90f40,b004,49.20_-124.80,49.2,-124.8,49.075,-124.725,41.2,2,48.2019,-124.427,4151,0.3261,6
B005p90f40,b005,47.20_-122.80,47.2,-122.8,47.4,-122.8,31.15,1,48.0595,-123.5033,5810,0.0629,7
B005p90f40,b005,47.20_-123.20,47.2,-123.2,47.25,-123.1,38.21,1,48.0595,-123.5033,5871,0.0895,7
B005p90f40,b005,47.60_-122.80,47.6,-122.8,47.6,-122.85,21.59,4,48.0595,-123.5033,5879,0.0859,7
B005p90f40,b005,47.60_-123.20,47.6,-123.2,47.6,-123.175,43.73,10,48.0595,-123.5033,5879,0.0953,7
B005p90f40,b005,47.60_-123.60,47.6,-123.6,47.8,-123.45,39.7,1,48.0595,-123.5033,5869,0.1325,7
B005p90f40,b005,48.00_-122.80,48.0,-122.8,47.95,-122.9,26.32,3,48.0595,-123.5033,5879,0.102,7
B005p90f40,b005,48.00_-123.20,48.0,-123.2,48.15,-123.275,42.68,8,48.0595,-123.5033,5879,0.0738,7
B005p90f40,b005,48.00_-123.60,48.0,-123.6,48.05,-123.5,39.53,9,48.0595,-123.5033,5879,0.087,7
B005p90f40,b005,48.40_-123.60,48.4,-123.6,48.4,-123.7,21.92,13,48.0595,-123.5033,5879,0.0875,7
B005p90f40,b005,48.40_-124.00,48.4,-124.0,48.4,-123.9,37.2,8,48.0595,-123.5033,5879,0.1072,7
B005p90f40,b005,48.80_-123.20,48.8,-123.2,48.65,-123.4,51.38,1,48.0595,-123.5033,5856,0.1506,7
B005p90f40,b005,48.80_-123.60,48.8,-123.6,48.65,-123.65,23.94,5,48.0595,-123.5033,5879,0.0713,7
B005p90f40,b005,48.80_-124.00,48.8,-124.0,48.7,-124.025,26.71,16,48.0595,-123.5033,5879,0.1077,7
B005p90f40,b005,48.80_-124.40,48.8,-124.4,48.8,-124.35,29.94,14,48.0595,-123.5033,5879,0.0887,7
B005p90f40,b005,48.80_-124.80,48.8,-124.8,48.9,-124.7,30.22,3,48.0595,-123.5033,5878,0.1123,7
B009p90f40,b009,48.00_-123.20,48.0,-123.2,48.2,-123.0,22.43,1,48.649,-123.451,3845,0.2654,8
B009p90f40,b009,48.00_-123.60,48.0,-123.6,48.0,-123.6,39.37,1,48.649,-123.451,5967,0.0809,8
B009p90f40,b009,48.40_-123.20,48.4,-123.2,48.25,-123.4,41.26,3,48.649,-123.451,5959,0.1125,8
B009p90f40,b009,48.40_-123.60,48.4,-123.6,48.325,-123.475,23.2,2,48.649,-123.451,5836,0.2374,8
B009p90f40,b009,48.40_-124.00,48.4,-124.0,48.5,-123.9,35.62,2,48.649,-123.451,5553,0.2335,8
B009p90f40,b009,48.80_-124.40,48.8,-124.4,48.7,-124.55,38.41,1,48.649,-123.451,1085,0.4271,8
B010p90f40,b010,48.00_-123.20,48.0,-123.2,48.2,-123.375,35.1,6,48.65,-123.451,5807,0.123,8
B010p90f40,b010,48.00_-123.60,48.0,-123.6,48.2,-123.575,37.26,12,48.65,-123.451,5806,0.1202,8
B010p90f40,b010,48.00_-124.00,48.0,-124.0,48.2,-123.8,31.34,1,48.65,-123.451,5801,0.1742,8
B010p90f40,b010,48.40_-123.20,48.4,-123.2,48.3,-123.35,33.35,1,48.65,-123.451,4892,0.1929,8
B010p90f40,b010,48.40_-123.60,48.4,-123.6,48.3,-123.65,27.28,15,48.65,-123.451,5807,0.1062,8
B010p90f40,b010,48.40_-124.00,48.4,-124.0,48.4,-123.85,34.0,11,48.65,-123.451,5807,0.1017,8
B010p90f40,b010,48.80_-123.60,48.8,-123.6,48.625,-123.725,20.21,2,48.65,-123.451,5806,0.1145,8
B010p90f40,b010,48.80_-124.00,48.8,-124.0,48.675,-124.15,30.27,10,48.65,-123.451,5807,0.1054,8
B010p90f40,b010,48.80_-124.40,48.8,-124.4,48.8,-124.4,34.53,20,48.65,-123.451,5807,0.1164,8
B010p90f40,b010,48.80_-124.80,48.8,-124.8,48.9,-124.7,33.2,5,48.65,-123.451,5806,0.1443,8
B010p90f40,b010,49.20_-124.40,49.2,-124.4,49.05,-124.5,27.49,1,48.65,-123.451,5806,0.195,8
B010p90f40,b010,49.20_-124.80,49.2,-124.8,49.05,-124.7,40.23,1,48.65,-123.451,5802,0.1569,8
B011p90f40,b011,47.60_-123.20,47.6,-123.2,47.8,-123.1,43.58,1,48.6495,-123.4482,5904,0.152,8
B011p90f40,b011,48.00_-122.80,48.0,-122.8,48.0,-122.95,49.73,1,48.6495,-123.4482,5905,0.1205,8
B011p90f40,b011,48.00_-123.20,48.0,-123.2,47.9,-123.25,42.49,7,48.6495,-123.4482,5907,0.0925,8
B011p90f40,b011,48.00_-123.60,48.0,-123.6,48.1,-123.55,44.43,7,48.6495,-123.4482,5908,0.0745,8
B011p90f40,b011,48.00_-124.00,48.0,-124.0,48.2,-123.8,31.34,1,48.6495,-123.4482,5906,0.1162,8
B011p90f40,b011,48.40_-122.80,48.4,-122.8,48.35,-122.85,30.28,4,48.6495,-123.4482,5908,0.0862,8
B011p90f40,b011,48.40_-123.20,48.4,-123.2,48.275,-123.05,25.08,2,48.6495,-123.4482,5907,0.0854,8
B011p90f40,b011,48.40_-123.60,48.4,-123.6,48.35,-123.625,26.8,10,48.6495,-123.4482,5907,0.0767,8
B011p90f40,b011,48.40_-124.00,48.4,-124.0,48.5,-123.95,25.74,9,48.6495,-123.4482,5908,0.0854,8
B011p90f40,b011,48.80_-123.60,48.8,-123.6,48.775,-123.725,28.94,4,48.6495,-123.4482,5904,0.0865,8
B011p90f40,b011,48.80_-124.00,48.8,-124.0,48.65,-124.15,30.5,9,48.6495,-123.4482,5908,0.0905,8
B011p90f40,b011,48.80_-124.40,48.8,-124.4,48.85,-124.45,35.57,32,48.6495,-123.4482,5907,0.0766,8
B011p90f40,b011,48.80_-124.80,48.8,-124.8,48.95,-124.725,30.22,18,48.6495,-123.4482,5907,0.083,8
B011p90f40,b011,49.20_-124.40,49.2,-124.4,49.1,-124.55,42.09,5,48.6495,-123.4482,5903,0.0796,8
B011p90f40,b011,49.20_-124.80,49.2,-124.8,49.1,-124.7,40.48,9,48.6495,-123.4482,5908,0.0726,8
B012p90f40,b012,48.80_-124.00,48.8,-124.0,48.75,-124.2,20.89,1,48.925,-125.542,3430,0.3189,11
B012p90f40,b012,48.80_-124.40,48.8,-124.4,48.9,-124.4,29.08,3,48.925,-125.542,3615,0.2325,11
B012p90f40,b012,48.80_-124.80,48.8,-124.8,48.95,-124.75,28.73,28,48.925,-125.542,4151,0.2,11
B012p90f40,b012,49.20_-124.40,49.2,-124.4,49.1,-124.6,42.49,3,48.925,-125.542,3728,0.1948,11
B012p90f40,b012,49.20_-124.80,49.2,-124.8,49.15,-124.85,36.01,24,48.925,-125.542,4174,0.1988,11
B012p90f40,b012,49.20_-125.20,49.2,-125.2,49.25,-125.15,35.95,28,48.925,-125.542,4169,0.2133,11
B013p90f40,b013,47.20_-122.80,47.2,-122.8,47.35,-122.9,40.0,3,47.813,-122.9108,5732,0.0951,12
B013p90f40,b013,47.20_-123.20,47.2,-123.2,47.35,-123.1,44.99,1,47.813,-122.9108,5886,0.1084,12
B013p90f40,b013,47.60_-122.80,47.6,-122.8,47.675,-122.875,17.45,2,47.813,-122.9108,5888,0.0735,12
B013p90f40,b013,47.60_-123.20,47.6,-123.2,47.625,-123.125,45.65,4,47.813,-122.9108,5827,0.1338,12
B013p90f40,b013,48.00_-122.80,48.0,-122.8,47.95,-122.9,44.94,1,47.813,-122.9108,3988,0.1779,12
B013p90f40,b013,48.00_-123.20,48.0,-123.2,47.925,-123.15,44.47,16,47.813,-122.9108,5949,0.0647,12
B013p90f40,b013,48.00_-123.60,48.0,-123.6,48.2,-123.5,41.04,3,47.813,-122.9108,5869,0.1106,12
B013p90f40,b013,48.40_-123.20,48.4,-123.2,48.3,-123.1,41.26,3,47.813,-122.9108,5855,0.113,12
B013p90f40,b013,48.40_-123.60,48.4,-123.6,48.3,-123.5,27.28,9,47.813,-122.9108,5914,0.0771,12
B017p90f40,b017,46.80_-122.80,46.8,-122.8,46.85,-122.85,29.49,3,46.996,-123.5575,5613,0.0455,13
B017p90f40,b017,46.80_-123.20,46.8,-123.2,46.9,-123.0,41.72,11,46.996,-123.5575,5947,0.0644,13
B017p90f40,b017,47.20_-122.80,47.2,-122.8,47.225,-122.8,40.3,8,46.996,-123.5575,5942,0.0841,13
B017p90f40,b017,47.20_-123.20,47.2,-123.2,47.1,-123.05,41.87,14,46.996,-123.5575,6003,0.0955,13
B017p90f40,b017,47.60_-122.80,47.6,-122.8,47.65,-122.8,29.76,6,46.996,-123.5575,5805,0.1065,13
B017p90f40,b017,47.60_-123.20,47.6,-123.2,47.7,-123.15,44.57,6,46.996,-123.5575,5939,0.1046,13
B017p90f40,b017,48.00_-123.20,48.0,-123.2,47.85,-123.1,42.56,3,46.996,-123.5575,4874,0.0831,13
B018p90f40,b018,46.00_-123.20,46.0,-123.2,46.15,-123.15,18.68,1,46.9795,-123.0203,5998,0.0789,14
B018p90f40,b018,46.40_-123.20,46.4,-123.2,46.5,-123.1,47.81,3,46.9795,-123.0203,5997,0.0455,14
B018p90f40,b018,46.80_-122.80,46.8,-122.8,46.9,-122.7,37.66,3,46.9795,-123.0203,6001,0.0394,14
B018p90f40,b018,46.80_-123.20,46.8,-123.2,46.825,-123.125,40.1,6,46.9795,-123.0203,6001,0.0361,14
B018p90f40,b018,47.20_-122.80,47.2,-122.8,47.275,-122.825,40.23,14,46.9795,-123.0203,6001,0.0464,14
B018p90f40,b018,47.20_-123.20,47.2,-123.2,47.3,-123.05,42.51,12,46.9795,-123.0203,6001,0.0531,14
B018p90f40,b018,47.60_-122.80,47.6,-122.8,47.6,-122.75,21.99,9,46.9795,-123.0203,6001,0.0641,14
B018p90f40,b018,47.60_-123.20,47.6,-123.2,47.675,-123.125,43.61,24,46.9795,-123.0203,6001,0.0414,14
B018p90f40,b018,47.60_-123.60,47.6,-123.6,47.725,-123.475,35.99,2,46.9795,-123.0203,5997,0.0662,14
B018p90f40,b018,48.00_-122.80,48.0,-122.8,47.85,-122.8,30.01,1,46.9795,-123.0203,5894,0.0529,14
B018p90f40,b018,48.00_-123.20,48.0,-123.2,47.85,-123.2,41.69,3,46.9795,-123.0203,6000,0.0624,14
B022p90f40,b022,45.60_-123.20,45.6,-123.2,45.8,-123.3,33.99,3,45.9546,-123.931,5898,0.0799,15
B022p90f40,b022,46.00_-123.20,46.0,-123.2,45.9,-123.25,40.62,21,45.9546,-123.931,5903,0.0665,15
B023p90f40,b023,45.20_-122.80,45.2,-122.8,45.325,-122.9,23.07,2,46.1112,-123.0787,5418,0.1119,16
B023p90f40,b023,45.20_-123.20,45.2,-123.2,45.3,-123.15,25.1,3,46.1112,-123.0787,5541,0.1123,16
B023p90f40,b023,45.20_-123.60,45.2,-123.6,45.25,-123.5,45.1,3,46.1112,-123.0787,5559,0.1043,16
B023p90f40,b023,45.60_-122.80,45.6,-122.8,45.625,-122.875,20.12,2,46.1112,-123.0787,5550,0.0985,16
B023p90f40,b023,45.60_-123.20,45.6,-123.2,45.65,-123.3,33.06,8,46.1112,-123.0787,5536,0.1142,16
B023p90f40,b023,45.60_-123.60,45.6,-123.6,45.675,-123.475,31.41,2,46.1112,-123.0787,5567,0.0646,16
B023p90f40,b023,46.40_-122.80,46.4,-122.8,46.6,-122.85,48.91,3,46.1112,-123.0787,5494,0.1351,16
B023p90f40,b023,46.40_-123.20,46.4,-123.2,46.35,-123.2,25.42,3,46.1112,-123.0787,5530,0.1032,16
B023p90f40,b023,46.80_-122.40,46.8,-122.4,46.775,-122.575,22.3,2,46.1112,-123.0787,5421,0.1596,16
B023p90f40,b023,46.80_-122.80,46.8,-122.8,46.9,-122.825,37.54,12,46.1112,-123.0787,5554,0.0974,16
B023p90f40,b023,46.80_-123.20,46.8,-123.2,46.9,-123.125,41.36,4,46.1112,-123.0787,5545,0.0989,16
B023p90f40,b023,47.20_-122.40,47.2,-122.4,47.0,-122.4,40.0,1,46.1112,-123.0787,5440,0.1135,16
B023p90f40,b023,47.20_-122.80,47.2,-122.8,47.0,-122.775,45.33,4,46.1112,-123.0787,5531,0.0842,16
B024p90f40,b024,44.80_-123.20,44.8,-123.2,45.0,-123.4,16.95,1,45.638,-123.856,4948,0.191,17
B024p90f40,b024,45.20_-122.80,45.2,-122.8,45.3,-122.925,23.79,2,45.638,-123.856,4949,0.1596,17
B024p90f40,b024,45.20_-123.20,45.2,-123.2,45.3,-123.3,25.33,21,45.638,-123.856,4949,0.0876,17
B024p90f40,b024,45.20_-123.60,45.2,-123.6,45.2,-123.5,37.38,23,45.638,-123.856,4949,0.1179,17
B024p90f40,b024,45.60_-123.20,45.6,-123.2,45.6,-123.3,34.52,38,45.638,-123.856,4949,0.0969,17
B024p90f40,b024,45.60_-123.60,45.6,-123.6,45.5,-123.5,40.64,11,45.638,-123.856,4949,0.1271,17
B024p90f40,b024,46.00_-123.20,46.0,-123.2,45.925,-123.25,38.12,4,45.638,-123.856,4949,0.1136,17
B027p90f40,b027,44.80_-123.20,44.8,-123.2,45.0,-123.4,16.95,4,44.497,-122.962,5707,0.1549,18
B027p90f40,b027,44.80_-123.60,44.8,-123.6,44.8,-123.5,32.71,1,44.497,-122.962,5082,0.0775,18
B027p90f40,b027,45.20_-123.20,45.2,-123.2,45.1,-123.4,27.13,6,44.497,-122.962,5906,0.0545,18
B027p90f40,b027,45.20_-123.60,45.2,-123.6,45.075,-123.475,24.73,2,44.497,-122.962,5849,0.05,18
B031p90f40,b031,43.20_-123.60,43.2,-123.6,43.4,-123.6,28.8,3,43.664,-123.397,2145,0.0927,19
B031p90f40,b031,43.20_-124.00,43.2,-124.0,43.25,-123.85,29.38,2,43.664,-123.397,1696,0.0722,19
B031p90f40,b031,43.60_-123.20,43.6,-123.2,43.6,-123.4,26.41,7,43.664,-123.397,2205,0.0991,19
B031p90f40,b031,43.60_-123.60,43.6,-123.6,43.6,-123.55,27.34,38,43.664,-123.397,3554,0.0794,19
B031p90f40,b031,43.60_-124.00,43.6,-124.0,43.45,-123.8,30.84,1,43.664,-123.397,1891,0.1,19
B031p90f40,b031,44.00_-123.20,44.0,-123.2,43.925,-123.3,21.01,10,43.664,-123.397,2404,0.0799,19
B031p90f40,b031,44.00_-123.60,44.0,-123.6,43.9,-123.675,30.83,12,43.664,-123.397,1901,0.0812,19
B032p90f40,b032,42.80_-123.60,42.8,-123.6,42.8,-123.5,32.0,1,43.668,-123.3923,5803,0.1534,19
B032p90f40,b032,43.20_-123.20,43.2,-123.2,43.2,-123.4,37.77,3,43.668,-123.3923,5806,0.0626,19
B032p90f40,b032,43.20_-123.60,43.2,-123.6,43.2,-123.5,34.37,7,43.668,-123.3923,5806,0.1317,19
B032p90f40,b032,43.60_-123.20,43.6,-123.2,43.525,-123.35,32.89,2,43.668,-123.3923,5807,0.059,19
B032p90f40,b032,43.60_-123.60,43.6,-123.6,43.65,-123.5,25.86,9,43.668,-123.3923,5805,0.065,19
B032p90f40,b032,44.00_-123.20,44.0,-123.2,44.0,-123.3,18.22,6,43.668,-123.3923,5799,0.105,19
B032p90f40,b032,44.00_-123.60,44.0,-123.6,44.05,-123.55,26.77,4,43.668,-123.3923,5806,0.0687,19
B032p90f40,b032,44.40_-123.20,44.4,-123.2,44.55,-123.3,37.32,1,43.668,-123.3923,4383,0.1835,19
B032p90f40,b032,44.40_-123.60,44.4,-123.6,44.475,-123.575,28.57,12,43.668,-123.3923,5806,0.0909,19
B033p90f40,b033,42.40_-123.60,42.4,-123.6,42.6,-123.5,29.71,1,43.2917,-123.1245,5999,0.096,21
B033p90f40,b033,42.80_-123.60,42.8,-123.6,42.95,-123.5,32.59,7,43.2917,-123.1245,5997,0.1046,21
B033p90f40,b033,43.20_-123.20,43.2,-123.2,43.15,-123.4,37.47,5,43.2917,-123.1245,5998,0.103,21
B033p90f40,b033,43.20_-123.60,43.2,-123.6,43.15,-123.55,32.67,25,43.2917,-123.1245,6000,0.0792,21
B033p90f40,b033,43.20_-124.00,43.2,-124.0,43.25,-123.8,29.6,4,43.2917,-123.1245,5999,0.1014,21
B033p90f40,b033,43.60_-123.20,43.6,-123.2,43.55,-123.4,28.94,1,43.2917,-123.1245,5987,0.1255,21
B033p90f40,b033,43.60_-123.60,43.6,-123.6,43.575,-123.575,28.13,10,43.2917,-123.1245,6000,0.0993,21
B033p90f40,b033,44.00_-123.60,44.0,-123.6,43.85,-123.5,23.75,1,43.2917,-123.1245,5996,0.081,21
B033p90f40,b033,44.00_-124.00,44.0,-124.0,43.95,-123.8,33.67,1,43.2917,-123.1245,5994,0.1193,21
B035p90f40,b035,41.60_-122.80,41.6,-122.8,41.7,-122.85,16.79,1,42.504,-123.383,3082,0.1822,22
B035p90f40,b035,41.60_-123.20,41.6,-123.2,41.7,-123.3,35.27,2,42.504,-123.383,4728,0.1306,22
B035p90f40,b035,42.00_-123.20,42.0,-123.2,42.05,-123.3,36.56,13,42.504,-123.383,5842,0.046,22
B035p90f40,b035,42.00_-123.60,42.0,-123.6,42.025,-123.475,42.97,4,42.504,-123.383,5736,0.0259,22
B035p90f40,b035,42.00_-124.00,42.0,-124.0,42.025,-123.8,37.47,4,42.504,-123.383,5771,0.0934,22
B035p90f40,b035,42.40_-123.20,42.4,-123.2,42.4,-123.25,30.9,27,42.504,-123.383,5863,0.082,22
B035p90f40,b035,42.40_-123.60,42.4,-123.6,42.4,-123.55,37.46,23,42.504,-123.383,5862,0.0794,22
B035p90f40,b035,42.40_-124.00,42.4,-124.0,42.4,-123.8,35.96,5,42.504,-123.383,5863,0.0196,22
B035p90f40,b035,42.80_-123.20,42.8,-123.2,42.825,-123.35,35.61,12,42.504,-123.383,5822,0.0708,22
B035p90f40,b035,42.80_-123.60,42.8,-123.6,42.75,-123.525,30.71,14,42.504,-123.383,5863,0.0347,22
B035p90f40,b035,42.80_-124.00,42.8,-124.0,42.65,-123.85,25.47,1,42.504,-123.383,4891,0.0204,22
B035p90f40,b035,43.20_-123.60,43.2,-123.6,43.05,-123.55,31.48,7,42.504,-123.383,5738,0.0974,22
B036p90f40,b036,41.60_-123.60,41.6,-123.6,41.8,-123.45,41.2,1,42.5058,-123.3817,5915,1.6496,22
B036p90f40,b036,42.00_-123.20,42.0,-123.2,42.075,-123.3,37.6,8,42.5058,-123.3817,5943,0.217,22
B036p90f40,b036,42.00_-123.60,42.0,-123.6,42.1,-123.6,44.35,10,42.5058,-123.3817,5943,0.1561,22
B036p90f40,b036,42.40_-123.20,42.4,-123.2,42.4,-123.35,30.73,22,42.5058,-123.3817,5943,0.0946,22
B036p90f40,b036,42.40_-123.60,42.4,-123.6,42.5,-123.525,36.32,20,42.5058,-123.3817,5943,0.1227,22
B036p90f40,b036,42.40_-124.00,42.4,-124.0,42.45,-123.85,35.4,16,42.5058,-123.3817,5943,0.0259,22
B036p90f40,b036,42.80_-123.20,42.8,-123.2,42.7,-123.3,31.02,4,42.5058,-123.3817,5928,0.3083,22
B036p90f40,b036,42.80_-123.60,42.8,-123.6,42.775,-123.55,30.17,12,42.5058,-123.3817,5943,0.0679,22
B036p90f40,b036,43.20_-123.60,43.2,-123.6,43.0,-123.6,30.08,3,42.5058,-123.3817,5943,0.1787,22
B039p90f40,b039,41.20_-122.80,41.2,-122.8,41.3,-122.9,20.88,10,41.4667,-122.4847,5563,0.033,24
