cell,cell_lat,cell_lon,src_lat,src_lon,depth_km,frac_deep,n_pairs,n_sites,n_fam,depth_center,depth_mixed
46.50_-122.50,46.5,-122.5,46.6,-122.7,32.43,0.6875,16,16,31,26.95598632109575,True
46.50_-123.00,46.5,-123.0,46.5,-123.1,37.37,0.7804878048780488,41,41,292,37.37020800000017,False
46.50_-123.50,46.5,-123.5,46.412499999999994,-123.3,22.990000000000002,0.05,20,20,46,24.55226863604924,False
47.00_-122.50,47.0,-122.5,47.0,-122.65,44.785,0.9444444444444444,36,36,191,45.80318225190832,False
47.00_-123.00,47.0,-123.0,47.0,-122.95,40.4,0.9454545454545454,55,55,795,40.21059829059854,False
47.00_-123.50,47.0,-123.5,47.15,-123.3,40.95,0.7777777777777778,9,9,14,34.2006510989006,False
47.50_-122.00,47.5,-122.0,47.5,-122.25,39.57,1.0,1,1,1,21.9382558139539,False
47.50_-122.50,47.5,-122.5,47.5,-122.65,24.29,0.28205128205128205,39,39,157,25.78330952380789,False
47.50_-123.00,47.5,-123.0,47.5,-122.95,33.260000000000005,0.6833333333333333,60,58,862,16.519036963434107,True
47.50_-123.50,47.5,-123.5,47.6,-123.35,40.57,1.0,27,26,67,41.69982570806058,False
48.00_-122.50,48.0,-122.5,47.7625,-122.6625,22.98,0.0,14,14,21,27.524626865671785,False
48.00_-123.00,48.0,-123.0,47.95,-123.05,42.3,0.9137931034482759,58,52,858,49.470407434943915,False
48.00_-123.50,48.0,-123.5,48.05,-123.45,41.105000000000004,1.0,56,48,495,49.13238149926924,False
48.00_-124.00,48.0,-124.0,48.25,-123.8,32.525,1.0,18,14,34,35.46329787234046,False
48.50_-123.00,48.5,-123.0,48.35,-122.9625,33.17,0.8333333333333334,30,27,212,46.3444444444467,False
48.50_-123.50,48.5,-123.5,48.4,-123.6,24.205,0.125,40,33,359,20.35,False
48.50_-124.00,48.5,-124.0,48.55,-123.9,29.61,0.48717948717948717,39,30,595,21.244045676999484,True
48.50_-124.50,48.5,-124.5,48.6875,-124.35,36.775000000000006,0.875,16,11,50,14.66666666666815,False
48.50_-125.00,48.5,-125.0,48.7,-124.75,34.2,1.0,1,1,1,32.25789473684194,False
49.00_-123.50,49.0,-123.5,48.85,-123.675,32.86,0.5238095238095238,21,19,62,27.58970588235051,True
49.00_-124.00,49.0,-124.0,48.8,-124.1125,23.560000000000002,0.2222222222222222,36,28,203,22.733333333333334,False
49.00_-124.50,49.0,-124.5,48.925,-124.5,35.57,0.78125,32,23,638,45.4866640543361,False
49.00_-125.00,49.0,-125.0,49.087500000000006,-124.85,29.869999999999997,0.5,24,17,363,37.700000000000074,True
49.00_-125.50,49.0,-125.5,49.2,-125.3,24.45,0.0,1,1,1,31.0499999999997,False
49.50_-124.50,49.5,-124.5,49.4,-124.7,21.37,0.0,3,3,4,41.56999611851454,False
49.50_-125.00,49.5,-125.0,49.35,-125.1,29.1,0.5,14,12,111,16.962765957446845,True
49.50_-125.50,49.5,-125.5,49.4375,-125.5,40.995000000000005,1.0,8,8,53,42.5939999999994,False
49.50_-126.00,49.5,-126.0,49.625,-125.9625,35.650000000000006,1.0,6,6,28,39.18000000000008,False
49.50_-126.50,49.5,-126.5,49.675,-126.3875,35.83,1.0,2,2,4,33.621739130434804,False
49.50_-127.00,49.5,-127.0,49.7,-126.8,25.2,0.0,1,1,1,32.250000000001684,False
50.00_-126.00,50.0,-126.0,49.85,-126.2,36.42,1.0,3,3,16,21.419444444444913,False
50.00_-126.50,50.0,-126.5,49.9,-126.45,25.23,0.4,5,5,66,30.204554749953385,True
50.00_-127.00,50.0,-127.0,50.125,-126.825,26.13,0.0,3,3,28,29.37783740371631,False
